"longitude"t"latitude"thousing_median_aget"total_rooms"t"total_bedrooms"t"population"thouseholdstmedian_incometmedian_house_valuet"ocean_proximity"
-122.28t37.85t41.0t535.0t123.0t317.0t119.0t2.4038t107500.0tNEAR BAY
-122.28t37.85t49.0t1130.0t244.0t607.0t239.0t2.4597t93800.0tNEAR BAY
-122.28t37.85t52.0t1898.0t421.0t1102.0t397.0t1.808t105500.0tNEAR BAY
-122.28t37.84t50.0t2082.0t492.0t1131.0t473.0t1.6424t108900.0tNEAR BAY
-122.28t37.84t52.0t729.0t160.0t395.0t155.0t1.6875t132000.0tNEAR BAY
-122.28t37.84t49.0t1916.0t447.0t863.0t378.0t1.9274t122300.0tNEAR BAY
-122.28t37.84t52.0t2153.0t481.0t1168.0t441.0t1.9615t115200.0tNEAR BAY
-122.27t37.84t48.0t1922.0t409.0t1026.0t335.0t1.7969t110400.0tNEAR BAY
-122.27t37.83t49.0t1655.0t366.0t754.0t329.0t1.375t104900.0tNEAR BAY
-122.27t37.83t51.0t2665.0t574.0t1258.0t536.0t2.7303t109700.0tNEAR BAY
-122.27t37.83t49.0t1215.0t282.0t570.0t264.0t1.4861t97200.0tNEAR BAY
-122.27t37.83t48.0t1798.0t432.0t987.0t374.0t1.0972t104500.0tNEAR BAY
-122.28t37.83t52.0t1511.0t390.0t901.0t403.0t1.4103t103900.0tNEAR BAY
-122.26t37.83t52.0t1470.0t330.0t689.0t309.0t3.48t191400.0tNEAR BAY
-122.26t37.83t52.0t2432.0t715.0t1377.0t696.0t2.5898t176000.0tNEAR BAY
-122.26t37.83t52.0t1665.0t419.0t946.0t395.0t2.0978t155400.0tNEAR BAY
-122.26t37.83t51.0t936.0t311.0t517.0t249.0t1.2852t150000.0tNEAR BAY
-122.26t37.84t49.0t713.0t202.0t462.0t189.0t1.025t118800.0tNEAR BAY
-122.26t37.84t52.0t950.0t202.0t467.0t198.0t3.9643t188800.0tNEAR BAY
-122.26t37.83t52.0t1443.0t311.0t660.0t292.0t3.0125t184400.0tNEAR BAY
-122.26t37.83t52.0t1656.0t420.0t718.0t382.0t2.6768t182300.0tNEAR BAY
-122.26t37.83t50.0t1125.0t322.0t616.0t304.0t2.026t142500.0tNEAR BAY
-122.27t37.82t43.0t1007.0t312.0t558.0t253.0t1.7348t137500.0tNEAR BAY
-122.26t37.82t40.0t624.0t195.0t423.0t160.0t0.9506t187500.0tNEAR BAY
-122.27t37.82t40.0t946.0t375.0t700.0t352.0t1.775t112500.0tNEAR BAY
-122.27t37.82t21.0t896.0t453.0t735.0t438.0t0.9218t171900.0tNEAR BAY
-122.27t37.82t43.0t1868.0t456.0t1061.0t407.0t1.5045t93800.0tNEAR BAY
-122.27t37.82t41.0t3221.0t853.0t1959.0t720.0t1.1108t97500.0tNEAR BAY
-122.27t37.82t52.0t1630.0t456.0t1162.0t400.0t1.2475t104200.0tNEAR BAY
-122.28t37.82t52.0t1170.0t235.0t701.0t233.0t1.6098t87500.0tNEAR BAY
-122.28t37.82t52.0t945.0t243.0t576.0t220.0t1.4113t83100.0tNEAR BAY
-122.28t37.82t52.0t1238.0t288.0t622.0t259.0t1.5057t87500.0tNEAR BAY
-122.28t37.82t52.0t1489.0t335.0t728.0t244.0t0.8172t85300.0tNEAR BAY
-122.28t37.82t52.0t1387.0t341.0t1074.0t304.0t1.2171t80300.0tNEAR BAY
-122.29t37.82t2.0t158.0t43.0t94.0t57.0t2.5625t60000.0tNEAR BAY
-122.29t37.83t52.0t1121.0t211.0t554.0t187.0t3.3929t75700.0tNEAR BAY
-122.29t37.82t49.0t135.0t29.0t86.0t23.0t6.1183t75000.0tNEAR BAY
-122.29t37.81t50.0t760.0t190.0t377.0t122.0t0.9011t86100.0tNEAR BAY
-122.3t37.81t52.0t1224.0t237.0t521.0t159.0t1.191t76100.0tNEAR BAY
-122.3t37.81t48.0t828.0t182.0t392.0t133.0t2.5938t73500.0tNEAR BAY
-122.3t37.81t52.0t1010.0t209.0t604.0t187.0t1.1667t78400.0tNEAR BAY
-122.3t37.81t48.0t1455.0t354.0t788.0t332.0t0.8056t84400.0tNEAR BAY
-122.29t37.8t52.0t1027.0t244.0t492.0t147.0t2.6094t81300.0tNEAR BAY
-122.3t37.81t52.0t572.0t109.0t274.0t82.0t1.8516t85000.0tNEAR BAY
-122.29t37.81t46.0t2801.0t644.0t1823.0t611.0t0.9802t129200.0tNEAR BAY
-122.29t37.81t26.0t768.0t152.0t392.0t127.0t1.7719t82500.0tNEAR BAY
-122.29t37.81t46.0t935.0t297.0t582.0t277.0t0.7286t95200.0tNEAR BAY
-122.29t37.81t49.0t844.0t204.0t560.0t152.0t1.75t75000.0tNEAR BAY
-122.29t37.81t46.0t12.0t4.0t18.0t7.0t0.4999t67500.0tNEAR BAY
-122.29t37.81t20.0t835.0t161.0t290.0t133.0t2.483t137500.0tNEAR BAY
-122.28t37.81t17.0t1237.0t462.0t762.0t439.0t0.9241t177500.0tNEAR BAY
-122.28t37.81t36.0t2914.0t562.0t1236.0t509.0t2.4464t102100.0tNEAR BAY
-122.28t37.81t19.0t1207.0t243.0t721.0t207.0t1.1111t108300.0tNEAR BAY
-122.29t37.81t23.0t1745.0t374.0t1054.0t325.0t0.8026t112500.0tNEAR BAY
-122.28t37.8t38.0t684.0t176.0t344.0t155.0t2.0114t131300.0tNEAR BAY
-122.28t37.81t17.0t924.0t289.0t609.0t289.0t1.5t162500.0tNEAR BAY
-122.27t37.81t52.0t210.0t56.0t183.0t56.0t1.1667t112500.0tNEAR BAY
-122.28t37.81t52.0t340.0t97.0t200.0t87.0t1.5208t112500.0tNEAR BAY
-122.28t37.81t52.0t386.0t164.0t346.0t155.0t0.8075t137500.0tNEAR BAY
-122.28t37.81t35.0t948.0t184.0t467.0t169.0t1.8088t118800.0tNEAR BAY
-122.28t37.81t52.0t773.0t143.0t377.0t115.0t2.4083t98200.0tNEAR BAY
-122.27t37.81t40.0t880.0t451.0t582.0t380.0t0.977t118800.0tNEAR BAY
-122.27t37.81t10.0t875.0t348.0t546.0t330.0t0.76t162500.0tNEAR BAY
-122.27t37.8t10.0t105.0t42.0t125.0t39.0t0.9722t137500.0tNEAR BAY
-122.27t37.8t52.0t249.0t78.0t396.0t85.0t1.2434t500001.0tNEAR BAY
-122.27t37.8t16.0t994.0t392.0t800.0t362.0t2.0938t162500.0tNEAR BAY
-122.28t37.8t52.0t215.0t87.0t904.0t88.0t0.8668t137500.0tNEAR BAY
-122.28t37.8t52.0t96.0t31.0t191.0t34.0t0.75t162500.0tNEAR BAY
-122.27t37.79t27.0t1055.0t347.0t718.0t302.0t2.6354t187500.0tNEAR BAY
-122.27t37.8t39.0t1715.0t623.0t1327.0t467.0t1.8477t179200.0tNEAR BAY
-122.26t37.8t36.0t5329.0t2477.0t3469.0t2323.0t2.0096t130000.0tNEAR BAY
-122.26t37.82t31.0t4596.0t1331.0t2048.0t1180.0t2.8345t183800.0tNEAR BAY
-122.26t37.81t29.0t335.0t107.0t202.0t91.0t2.0062t125000.0tNEAR BAY
-122.26t37.82t22.0t3682.0t1270.0t2024.0t1250.0t1.2185t170000.0tNEAR BAY
-122.26t37.82t37.0t3633.0t1085.0t1838.0t980.0t2.6104t193100.0tNEAR BAY
-122.25t37.81t29.0t4656.0t1414.0t2304.0t1250.0t2.4912t257800.0tNEAR BAY
-122.25t37.81t28.0t5806.0t1603.0t2563.0t1497.0t3.2177t273400.0tNEAR BAY
-122.25t37.81t39.0t854.0t242.0t389.0t228.0t3.125t237500.0tNEAR BAY
-122.25t37.81t52.0t2155.0t701.0t895.0t613.0t2.5795t350000.0tNEAR BAY
-122.26t37.81t34.0t5871.0t1914.0t2689.0t1789.0t2.8406t335700.0tNEAR BAY
-122.24t37.82t52.0t1509.0t225.0t674.0t244.0t4.9306t313400.0tNEAR BAY
-122.24t37.81t52.0t2026.0t482.0t709.0t456.0t3.2727t268500.0tNEAR BAY
-122.25t37.81t52.0t1758.0t460.0t686.0t422.0t3.1691t259400.0tNEAR BAY
-122.24t37.82t52.0t3481.0t751.0t1444.0t718.0t3.9t275700.0tNEAR BAY
-122.25t37.82t28.0t3337.0t855.0t1520.0t802.0t3.9063t225000.0tNEAR BAY
-122.25t37.82t52.0t1424.0t289.0t550.0t253.0t5.0917t262500.0tNEAR BAY
-122.25t37.82t32.0t3809.0t1098.0t1806.0t1022.0t2.6429t218500.0tNEAR BAY
-122.25t37.82t26.0t3959.0t1196.0t1749.0t1217.0t3.0233t255000.0tNEAR BAY
-122.25t37.83t52.0t2376.0t559.0t939.0t519.0t3.1484t224100.0tNEAR BAY
-122.25t37.83t35.0t1613.0t428.0t675.0t422.0t3.4722t243100.0tNEAR BAY
-122.25t37.83t52.0t1279.0t287.0t534.0t291.0t3.1429t231600.0tNEAR BAY
-122.25t37.83t28.0t5022.0t1750.0t2558.0t1661.0t2.4234t218500.0tNEAR BAY
-122.25t37.83t52.0t4190.0t1105.0t1786.0t1037.0t3.0897t234100.0tNEAR BAY
-122.23t37.84t50.0t2515.0t399.0t970.0t373.0t5.8596t327600.0tNEAR BAY
-122.23t37.84t47.0t3175.0t454.0t1098.0t485.0t5.2868t347600.0tNEAR BAY
-122.24t37.83t41.0t2576.0t406.0t794.0t376.0t5.956t366100.0tNEAR BAY
-122.24t37.85t37.0t334.0t54.0t98.0t47.0t4.9643t335000.0tNEAR BAY
-122.23t37.85t52.0t2800.0t411.0t1061.0t403.0t6.3434t373600.0tNEAR BAY
-122.24t37.84t52.0t3529.0t574.0t1177.0t555.0t5.1773t389500.0tNEAR BAY
-122.24t37.85t52.0t2612.0t365.0t901.0t367.0t7.2354t391100.0tNEAR BAY
-122.22t37.85t28.0t5287.0t1048.0t2031.0t956.0t5.457t337300.0tNEAR BAY
-122.22t37.84t50.0t2935.0t473.0t1031.0t479.0t7.5t295200.0tNEAR BAY
-122.21t37.84t44.0t3424.0t597.0t1358.0t597.0t6.0194t292300.0tNEAR BAY
-122.21t37.83t40.0t4991.0t674.0t1616.0t654.0t7.5544t411500.0tNEAR BAY
-122.2t37.84t30.0t2211.0t346.0t844.0t343.0t6.0666t311500.0tNEAR BAY
-122.21t37.84t34.0t3038.0t490.0t1140.0t496.0t7.0548t325900.0tNEAR BAY
-122.19t37.84t18.0t1617.0t210.0t533.0t194.0t11.6017t392600.0tNEAR BAY
-122.2t37.84t35.0t2865.0t460.0t1072.0t443.0t7.4882t319300.0tNEAR BAY
-122.21t37.83t34.0t5065.0t788.0t1627.0t766.0t6.8976t333300.0tNEAR BAY
-122.19t37.83t28.0t1326.0t184.0t463.0t190.0t8.2049t335200.0tNEAR BAY
-122.2t37.83t26.0t1589.0t223.0t542.0t211.0t8.401t351200.0tNEAR BAY
-122.19t37.83t29.0t1791.0t271.0t661.0t269.0t6.8538t368900.0tNEAR BAY
-122.19t37.82t32.0t1835.0t264.0t635.0t263.0t8.317t365900.0tNEAR BAY
-122.2t37.82t37.0t1229.0t181.0t420.0t176.0t7.0175t366700.0tNEAR BAY
-122.2t37.82t39.0t3770.0t534.0t1265.0t500.0t6.3302t362800.0tNEAR BAY
-122.18t37.81t30.0t292.0t38.0t126.0t52.0t6.3624t483300.0tNEAR BAY
-122.21t37.82t52.0t2375.0t333.0t813.0t350.0t7.0549t331400.0tNEAR BAY
-122.2t37.81t45.0t2964.0t436.0t1067.0t426.0t6.7851t323500.0tNEAR BAY
-122.21t37.8t50.0t2833.0t605.0t1260.0t552.0t2.8929t216700.0tNEAR BAY
-122.21t37.8t38.0t2254.0t535.0t951.0t487.0t3.0812t233100.0tNEAR BAY
-122.21t37.81t52.0t1389.0t212.0t510.0t224.0t5.2402t296400.0tNEAR BAY
-122.22t37.81t52.0t1971.0t335.0t765.0t308.0t6.5217t273700.0tNEAR BAY
-122.22t37.8t52.0t2183.0t465.0t1129.0t460.0t3.2632t227700.0tNEAR BAY
-122.22t37.8t52.0t2286.0t464.0t1073.0t441.0t3.0298t199600.0tNEAR BAY
-122.22t37.8t52.0t2721.0t541.0t1185.0t515.0t4.5428t239800.0tNEAR BAY
-122.22t37.81t52.0t2024.0t339.0t756.0t340.0t4.072t270100.0tNEAR BAY
-122.22t37.81t52.0t2944.0t536.0t1034.0t521.0t5.3509t302100.0tNEAR BAY
-122.23t37.8t52.0t2033.0t486.0t787.0t459.0t3.1603t269500.0tNEAR BAY
-122.23t37.81t52.0t1433.0t229.0t612.0t213.0t4.7708t314700.0tNEAR BAY
-122.22t37.81t52.0t2927.0t402.0t1021.0t380.0t8.1564t390100.0tNEAR BAY
-122.23t37.81t52.0t2315.0t292.0t861.0t258.0t8.8793t410300.0tNEAR BAY
-122.24t37.81t52.0t2485.0t313.0t953.0t327.0t6.8591t352400.0tNEAR BAY
-122.24t37.81t52.0t1490.0t238.0t634.0t256.0t6.0302t287300.0tNEAR BAY
-122.23t37.81t52.0t2814.0t365.0t878.0t352.0t7.508t348700.0tNEAR BAY
-122.24t37.81t52.0t2093.0t550.0t918.0t483.0t2.7477t243800.0tNEAR BAY
-122.24t37.8t52.0t888.0t168.0t360.0t175.0t2.1944t211500.0tNEAR BAY
-122.25t37.8t52.0t2087.0t510.0t1197.0t488.0t3.0149t218400.0tNEAR BAY
-122.24t37.81t52.0t2513.0t502.0t1048.0t518.0t3.675t269900.0tNEAR BAY
-122.25t37.81t46.0t3232.0t835.0t1373.0t747.0t3.225t218800.0tNEAR BAY
-122.25t37.8t42.0t4120.0t1065.0t1715.0t1015.0t2.9345t225000.0tNEAR BAY
-122.25t37.8t43.0t2364.0t792.0t1359.0t722.0t2.1429t250000.0tNEAR BAY
-122.25t37.8t41.0t1471.0t469.0t1062.0t413.0t1.6121t171400.0tNEAR BAY
-122.25t37.8t29.0t2468.0t864.0t1335.0t773.0t1.3929t193800.0tNEAR BAY
-122.24t37.79t27.0t1632.0t492.0t1171.0t429.0t2.3173t125000.0tNEAR BAY
-122.25t37.79t45.0t1786.0t526.0t1475.0t460.0t1.7772t97500.0tNEAR BAY
-122.25t37.79t50.0t629.0t188.0t742.0t196.0t2.6458t125000.0tNEAR BAY
-122.25t37.79t52.0t1339.0t391.0t1086.0t363.0t2.181t138800.0tNEAR BAY
-122.25t37.8t36.0t1678.0t606.0t1645.0t543.0t2.2303t116700.0tNEAR BAY
-122.25t37.8t43.0t2344.0t647.0t1710.0t644.0t1.6504t151800.0tNEAR BAY
-122.24t37.8t52.0t996.0t228.0t731.0t228.0t2.2697t127000.0tNEAR BAY
-122.24t37.8t52.0t1591.0t373.0t1118.0t347.0t2.1563t128600.0tNEAR BAY
-122.24t37.8t52.0t1586.0t398.0t1006.0t335.0t2.1348t140600.0tNEAR BAY
-122.24t37.8t47.0t2046.0t588.0t1213.0t554.0t2.6292t182700.0tNEAR BAY
-122.23t37.8t52.0t1192.0t289.0t772.0t257.0t2.3833t146900.0tNEAR BAY
-122.24t37.8t52.0t1803.0t420.0t1321.0t401.0t2.957t122800.0tNEAR BAY
-122.24t37.8t49.0t2838.0t749.0t1487.0t677.0t2.5238t169300.0tNEAR BAY
-122.23t37.8t52.0t783.0t184.0t488.0t186.0t1.9375t126600.0tNEAR BAY
-122.23t37.8t51.0t1590.0t414.0t949.0t392.0t1.9028t127900.0tNEAR BAY
-122.23t37.8t50.0t1746.0t480.0t1149.0t415.0t2.25t123500.0tNEAR BAY
-122.23t37.8t52.0t1252.0t299.0t844.0t280.0t2.3929t111900.0tNEAR BAY
-122.23t37.79t43.0t5963.0t1344.0t4367.0t1231.0t2.1917t112800.0tNEAR BAY
-122.23t37.79t52.0t1783.0t395.0t1659.0t412.0t2.9357t107900.0tNEAR BAY
-122.23t37.79t30.0t999.0t264.0t1011.0t263.0t1.8854t137500.0tNEAR BAY
-122.24t37.79t39.0t1469.0t431.0t1464.0t389.0t2.1638t105500.0tNEAR BAY
-122.24t37.79t47.0t1372.0t395.0t1237.0t303.0t2.125t95500.0tNEAR BAY
-122.24t37.79t52.0t674.0t180.0t647.0t168.0t3.375t116100.0tNEAR BAY
-122.24t37.79t43.0t1626.0t376.0t1284.0t357.0t2.2542t112200.0tNEAR BAY
-122.25t37.79t51.0t175.0t43.0t228.0t55.0t2.1t75000.0tNEAR BAY
-122.25t37.79t39.0t461.0t129.0t381.0t123.0t1.6t112500.0tNEAR BAY
-122.25t37.79t52.0t902.0t237.0t846.0t227.0t3.625t125000.0tNEAR BAY
-122.26t37.8t20.0t2373.0t779.0t1659.0t676.0t1.6929t115000.0tNEAR BAY
-122.22t37.77t52.0t391.0t128.0t520.0t138.0t1.6471t95000.0tNEAR BAY
-122.22t37.77t52.0t1137.0t301.0t866.0t259.0t2.59t96400.0tNEAR BAY
-122.23t37.77t52.0t769.0t206.0t612.0t183.0t2.57t72000.0tNEAR BAY
-122.23t37.78t52.0t472.0t146.0t415.0t126.0t2.6429t71300.0tNEAR BAY
-122.23t37.78t52.0t862.0t215.0t994.0t213.0t3.0257t80800.0tNEAR BAY
-122.22t37.78t50.0t1920.0t530.0t1525.0t477.0t1.4886t128800.0tNEAR BAY
-122.23t37.78t43.0t1420.0t472.0t1506.0t438.0t1.9338t112500.0tNEAR BAY
-122.23t37.78t52.0t986.0t258.0t1008.0t255.0t1.4844t119400.0tNEAR BAY
-122.23t37.78t44.0t2340.0t825.0t2813.0t751.0t1.6009t118100.0tNEAR BAY
-122.23t37.79t48.0t1696.0t396.0t1481.0t343.0t2.0375t122500.0tNEAR BAY
-122.23t37.79t49.0t1175.0t217.0t859.0t219.0t2.293t106300.0tNEAR BAY
-122.22t37.79t37.0t2343.0t574.0t1608.0t523.0t2.1494t132500.0tNEAR BAY
-122.23t37.79t30.0t610.0t145.0t425.0t140.0t1.6198t122700.0tNEAR BAY
-122.23t37.79t40.0t930.0t199.0t564.0t184.0t1.3281t113300.0tNEAR BAY
-122.22t37.79t44.0t1487.0t314.0t961.0t272.0t3.5156t109500.0tNEAR BAY
-122.22t37.79t52.0t3424.0t690.0t2273.0t685.0t3.9048t164700.0tNEAR BAY
-122.21t37.79t52.0t762.0t190.0t600.0t195.0t3.0893t125000.0tNEAR BAY
-122.22t37.79t46.0t2366.0t575.0t1647.0t527.0t2.6042t124700.0tNEAR BAY
-122.22t37.79t49.0t1826.0t450.0t1201.0t424.0t2.5t136700.0tNEAR BAY
-122.22t37.79t38.0t3049.0t711.0t2167.0t659.0t2.7969t141700.0tNEAR BAY
-122.2t37.79t29.0t1640.0t376.0t939.0t340.0t2.8321t150000.0tNEAR BAY
-122.21t37.79t47.0t1543.0t307.0t859.0t292.0t2.9583t138800.0tNEAR BAY
-122.21t37.79t34.0t2364.0t557.0t1517.0t516.0t2.8365t139200.0tNEAR BAY
-122.21t37.79t35.0t1745.0t409.0t1143.0t386.0t2.875t143800.0tNEAR BAY
-122.21t37.8t39.0t2003.0t500.0t1109.0t464.0t3.0682t156500.0tNEAR BAY
-122.21t37.8t39.0t2018.0t447.0t1221.0t446.0t3.0757t151000.0tNEAR BAY
-122.2t37.8t43.0t3045.0t499.0t1115.0t455.0t4.9559t273000.0tNEAR BAY
-122.2t37.8t52.0t1547.0t293.0t706.0t268.0t4.7721t217100.0tNEAR BAY
-122.21t37.8t52.0t3519.0t711.0t1883.0t706.0t3.4861t187100.0tNEAR BAY
-122.2t37.8t41.0t2070.0t354.0t804.0t340.0t5.1184t239600.0tNEAR BAY
-122.21t37.8t48.0t1321.0t263.0t506.0t252.0t4.0977t229700.0tNEAR BAY
-122.19t37.8t48.0t1694.0t259.0t610.0t238.0t4.744t257300.0tNEAR BAY
-122.19t37.8t46.0t1938.0t341.0t768.0t332.0t4.2727t246900.0tNEAR BAY
-122.19t37.79t50.0t968.0t195.0t462.0t184.0t2.9844t179900.0tNEAR BAY
-122.2t37.79t40.0t1060.0t256.0t667.0t235.0t4.1739t169600.0tNEAR BAY
-122.2t37.8t46.0t2041.0t405.0t1059.0t399.0t3.8487t203300.0tNEAR BAY
-122.19t37.8t52.0t1813.0t271.0t637.0t277.0t4.0114t263400.0tNEAR BAY
-122.19t37.79t45.0t2718.0t451.0t1106.0t454.0t4.6563t231800.0tNEAR BAY
-122.19t37.79t28.0t3144.0t761.0t1737.0t669.0t2.9297t140500.0tNEAR BAY
-122.2t37.79t35.0t1802.0t459.0t1009.0t390.0t2.3036t126000.0tNEAR BAY
-122.2t37.79t49.0t882.0t195.0t737.0t210.0t2.6667t122000.0tNEAR BAY
-122.2t37.79t44.0t1621.0t452.0t1354.0t491.0t2.619t134700.0tNEAR BAY
-122.21t37.79t45.0t2115.0t533.0t1530.0t474.0t2.4167t139400.0tNEAR BAY
-122.2t37.79t45.0t2021.0t528.0t1410.0t480.0t2.7788t115400.0tNEAR BAY
-122.21t37.78t46.0t2239.0t508.0t1390.0t569.0t2.7352t137300.0tNEAR BAY
-122.21t37.78t52.0t1477.0t300.0t1065.0t269.0t1.8472t137000.0tNEAR BAY
-122.21t37.78t52.0t1056.0t224.0t792.0t245.0t2.6583t142600.0tNEAR BAY
-122.21t37.78t49.0t898.0t244.0t779.0t245.0t3.0536t137500.0tNEAR BAY
-122.22t37.78t44.0t2968.0t710.0t2269.0t610.0t2.3906t111700.0tNEAR BAY
-122.21t37.78t43.0t1702.0t460.0t1227.0t407.0t1.7188t126800.0tNEAR BAY
-122.21t37.78t47.0t881.0t248.0t753.0t241.0t2.625t111300.0tNEAR BAY
-122.22t37.77t40.0t494.0t114.0t547.0t135.0t2.8015t114800.0tNEAR BAY
-122.22t37.78t50.0t1776.0t473.0t1807.0t440.0t1.7276t102300.0tNEAR BAY
-122.22t37.78t44.0t1678.0t514.0t1700.0t495.0t2.0801t131900.0tNEAR BAY
-122.22t37.78t51.0t1637.0t463.0t1543.0t393.0t2.489t119100.0tNEAR BAY
-122.21t37.76t52.0t1420.0t314.0t1085.0t300.0t1.7546t80600.0tNEAR BAY
-122.21t37.77t52.0t591.0t173.0t353.0t137.0t4.0904t80600.0tNEAR BAY
-122.21t37.77t52.0t745.0t153.0t473.0t149.0t2.6765t88800.0tNEAR BAY
-122.2t37.77t49.0t2272.0t498.0t1621.0t483.0t2.4338t102400.0tNEAR BAY
-122.21t37.77t46.0t1234.0t375.0t1183.0t354.0t2.3309t98700.0tNEAR BAY
-122.21t37.77t43.0t1017.0t328.0t836.0t277.0t2.2604t100000.0tNEAR BAY
-122.19t37.77t42.0t932.0t254.0t900.0t263.0t1.8039t92300.0tNEAR BAY
-122.2t37.77t39.0t2689.0t597.0t1888.0t537.0t2.2562t94800.0tNEAR BAY
-122.2t37.77t41.0t1547.0t415.0t1024.0t341.0t2.0562t102000.0tNEAR BAY
-122.2t37.78t52.0t2300.0t443.0t1225.0t423.0t3.5398t158400.0tNEAR BAY
-122.2t37.78t39.0t1752.0t399.0t1071.0t376.0t3.1167t121600.0tNEAR BAY
-122.2t37.78t50.0t1867.0t403.0t1128.0t378.0t2.5401t129100.0tNEAR BAY
-122.2t37.77t43.0t2430.0t502.0t1537.0t484.0t2.898t121400.0tNEAR BAY
-122.21t37.78t44.0t1729.0t414.0t1240.0t393.0t2.3125t102800.0tNEAR BAY
-122.19t37.78t52.0t1026.0t180.0t469.0t168.0t2.875t160000.0tNEAR BAY
-122.19t37.77t52.0t2170.0t428.0t1086.0t425.0t3.3715t143900.0tNEAR BAY
-122.19t37.77t52.0t2329.0t445.0t1144.0t417.0t3.5114t151200.0tNEAR BAY
-122.19t37.78t52.0t2492.0t415.0t1109.0t375.0t4.3125t164400.0tNEAR BAY
-122.19t37.78t52.0t2198.0t397.0t984.0t369.0t3.22t156500.0tNEAR BAY
-122.18t37.78t33.0t142.0t31.0t575.0t47.0t3.875t225000.0tNEAR BAY
-122.19t37.78t49.0t1183.0t205.0t496.0t209.0t5.2328t174200.0tNEAR BAY
-122.19t37.78t52.0t1070.0t193.0t555.0t190.0t3.7262t166900.0tNEAR BAY
-122.2t37.78t45.0t1766.0t332.0t869.0t327.0t4.5893t163500.0tNEAR BAY
-122.18t37.79t39.0t617.0t95.0t236.0t106.0t5.2578t253000.0tNEAR BAY
-122.18t37.79t41.0t1411.0t233.0t626.0t214.0t7.0875t240700.0tNEAR BAY
-122.18t37.79t46.0t2109.0t387.0t922.0t329.0t3.9712t208100.0tNEAR BAY
-122.19t37.79t47.0t1229.0t243.0t582.0t256.0t2.9514t198100.0tNEAR BAY
-122.19t37.79t50.0t954.0t217.0t546.0t201.0t2.6667t172800.0tNEAR BAY
-122.18t37.81t37.0t1643.0t262.0t620.0t266.0t5.4446t336700.0tNEAR BAY
-122.18t37.8t34.0t1355.0t195.0t442.0t195.0t6.2838t318200.0tNEAR BAY
-122.18t37.8t23.0t2317.0t336.0t955.0t328.0t6.7527t285800.0tNEAR BAY
-122.13t37.77t24.0t2459.0t317.0t916.0t324.0t7.0712t293000.0tNEAR BAY
-122.16t37.79t22.0t12842.0t2048.0t4985.0t1967.0t5.9849t371000.0tNEAR BAY
-122.17t37.78t42.0t1524.0t260.0t651.0t267.0t3.6875t157300.0tNEAR BAY
-122.17t37.77t30.0t3326.0t746.0t1704.0t703.0t2.875t135300.0tNEAR BAY
-122.18t37.78t43.0t1985.0t440.0t1085.0t407.0t3.4205t136700.0tNEAR BAY
